text,actual,predicted
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3329)	0.3576487128135387
  (0, 3489)	0.3051274169764875
  (0, 2488)	0.3153319586084088
  (0, 453)	0.3546238391794193
  (0, 4170)	0.34656934239158566
  (0, 1263)	0.41959844950774333
  (0, 996)	0.31167795775573426
  (0, 1141)	0.40059459423722377",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2939)	0.3074333529435823
  (0, 3876)	0.3277598491900582
  (0, 141)	0.20133721697935636
  (0, 4503)	0.24627979529964006
  (0, 1715)	0.2764020741098031
  (0, 2313)	0.24533096021995207
  (0, 3469)	0.32296573321573224
  (0, 4303)	0.3685305216207515
  (0, 3807)	0.40554123527602304
  (0, 768)	0.3945847335129247",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1860)	0.25142399226098383
  (0, 4974)	0.26840466304642463
  (0, 81)	0.3530145147291964
  (0, 1092)	0.41571920484654407
  (0, 998)	0.40984912266731544
  (0, 1952)	0.4854917498307379
  (0, 3811)	0.40450545803223886",1,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4230)	0.27162645940582697
  (0, 1868)	0.26308323810294365
  (0, 4443)	0.31148727553652594
  (0, 11)	0.3387377222810098
  (0, 1527)	0.41075076234343777
  (0, 1179)	0.38912086591461353
  (0, 2233)	0.47758051591915757
  (0, 3065)	0.31148727553652594",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2565)	0.21508660304089988
  (0, 2033)	0.274057326006478
  (0, 1014)	0.47314463260240885
  (0, 2808)	0.3336693999024846
  (0, 4811)	0.2571991544181234
  (0, 300)	0.2710874211796694
  (0, 153)	0.30918461979396183
  (0, 3685)	0.2903936225709965
  (0, 2980)	0.47314463260240885",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2987)	0.2615351547304509
  (0, 1833)	0.22195460638320919
  (0, 3369)	0.3268693902346498
  (0, 3511)	0.30983307880827093
  (0, 4847)	0.3217886033720561
  (0, 1862)	0.4819894417115491
  (0, 4979)	0.3395237965804299
  (0, 1049)	0.3362749417944818
  (0, 1678)	0.3395237965804299",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 660)	0.28908145896414333
  (0, 3338)	0.26419944888143354
  (0, 2103)	0.3314222321843632
  (0, 1016)	0.27366862827481536
  (0, 130)	0.3139228214028243
  (0, 4029)	0.29952940076582063
  (0, 1706)	0.2764783723453364
  (0, 2308)	0.3473465844915871
  (0, 2906)	0.36484599527312606
  (0, 4566)	0.37871811032197467",1,1
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3103)	0.19038907524391302
  (0, 2452)	0.4151954325315967
  (0, 4218)	0.3063312447657777
  (0, 557)	0.3257743149565161
  (0, 1500)	0.24817150172079158
  (0, 3281)	0.30355754479495173
  (0, 2061)	0.5969635164688911
  (0, 2555)	0.2851233062454451",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 5 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4230)	0.3515963477578526
  (0, 567)	0.5483330183989834
  (0, 1590)	0.3994592132759651
  (0, 4381)	0.4176485882885422
  (0, 2907)	0.4916430644342846",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 760)	0.26722785069842303
  (0, 3417)	0.37054547133823446
  (0, 1495)	0.2495237632570033
  (0, 1511)	0.3282959203657747
  (0, 3404)	0.34344302252384995
  (0, 3557)	0.31148247101135657
  (0, 3445)	0.3754035740363433
  (0, 3760)	0.32145237349419237
  (0, 2106)	0.4025060228507278",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 11 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4945)	0.19439522999015482
  (0, 1882)	0.31172285623708257
  (0, 1881)	0.238771155655205
  (0, 4208)	0.22975350627835295
  (0, 3459)	0.2901654431940149
  (0, 1128)	0.3202774351760936
  (0, 1568)	0.34027997631296836
  (0, 1155)	0.2379037717123264
  (0, 2681)	0.3521322520158697
  (0, 3163)	0.36883709638885426
  (0, 3931)	0.36883709638885426",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 12 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4974)	0.19233588739722599
  (0, 3489)	0.278186166362808
  (0, 3714)	0.28310318786520405
  (0, 3526)	0.30095340884060323
  (0, 122)	0.22683226202090728
  (0, 4802)	0.26275972400862935
  (0, 1773)	0.3290182208004772
  (0, 1624)	0.36522406128160295
  (0, 3666)	0.3233122978581288
  (0, 3657)	0.3025660888183715
  (0, 2132)	0.26683241830841886
  (0, 445)	0.29237855986621897",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 11 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 860)	0.24059712917171497
  (0, 331)	0.2524965903663479
  (0, 2250)	0.2853711208866603
  (0, 1628)	0.2691999750196071
  (0, 4488)	0.23233071486096699
  (0, 924)	0.34173092485670703
  (0, 4981)	0.29941367916505734
  (0, 1438)	0.31443447412209385
  (0, 4179)	0.3811094544102656
  (0, 4267)	0.3285111819851046
  (0, 3313)	0.33468492842084946",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 994)	0.3139327326646832
  (0, 3241)	0.3472784255088892
  (0, 353)	0.4965877334511901
  (0, 1148)	0.43409106586895935
  (0, 4809)	0.47744686479382314
  (0, 4952)	0.343298696989751",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 141)	0.19425403935514649
  (0, 591)	0.2641841577454281
  (0, 21)	0.2833923749014209
  (0, 4973)	0.30738984797034136
  (0, 2062)	0.26378097835460157
  (0, 4855)	0.5017207264700613
  (0, 95)	0.298251366174966
  (0, 3398)	0.3256006958147483
  (0, 2451)	0.36476318164743204
  (0, 2422)	0.26143140795599673",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 15 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2373)	0.2501361712759826
  (0, 141)	0.14563180887756427
  (0, 860)	0.1710916886731867
  (0, 4919)	0.2168129161365629
  (0, 1216)	0.19992793500393144
  (0, 3385)	0.23707618706123246
  (0, 2586)	0.1959945284248812
  (0, 1863)	0.20399129287683887
  (0, 414)	0.2206121003859724
  (0, 4108)	0.24884455079112594
  (0, 4981)	0.21291688789703048
  (0, 3727)	0.22970174026588605
  (0, 3386)	0.2409194627489393
  (0, 1116)	0.2501361712759826
  (0, 4012)	0.5783081993862333",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4458)	0.2808779463865037
  (0, 21)	0.30447247676263534
  (0, 2043)	0.28651487498397854
  (0, 2313)	0.25430695346083143
  (0, 3967)	0.2989145442203811
  (0, 3427)	0.3763529844357961
  (0, 95)	0.32043675200760063
  (0, 428)	0.4143840665540263
  (0, 122)	0.2701815872089479
  (0, 2540)	0.32133761000562167",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1860)	0.2764938002617034
  (0, 4879)	0.4105956498564612
  (0, 4467)	0.46185715663006566
  (0, 4113)	0.42983249216386327
  (0, 4502)	0.3966328836612422
  (0, 1198)	0.4467401279090031",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2686)	0.2910740572564251
  (0, 1658)	0.313309506960563
  (0, 2432)	0.463550937482141
  (0, 1881)	0.3420614939846295
  (0, 2780)	0.398709038394393
  (0, 4272)	0.38686512483249413
  (0, 47)	0.42023087300173584",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 232)	0.3082931015628809
  (0, 1661)	0.38844174902143436
  (0, 3429)	0.3544883491197412
  (0, 1818)	0.43691257130010813
  (0, 2929)	0.4617752721777053
  (0, 4560)	0.4735793328782438",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 331)	0.31934251617964654
  (0, 4443)	0.36882628639864795
  (0, 2745)	0.4126095337218304
  (0, 2820)	0.3731842814112072
  (0, 146)	0.5301455812246163
  (0, 3209)	0.4140290512982188",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 4 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2965)	0.3665425432496341
  (0, 386)	0.48077390379367135
  (0, 334)	0.5585609410228908
  (0, 2651)	0.5679020096660219",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3046)	0.31639771017446766
  (0, 808)	0.331822137041985
  (0, 499)	0.30053894687112453
  (0, 4841)	0.3613219734899434
  (0, 3880)	0.37018262941948127
  (0, 4020)	0.41398818932269554
  (0, 913)	0.5103801830298337",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2686)	0.21898544219658733
  (0, 2987)	0.21032899498705773
  (0, 4204)	0.22800680380744542
  (0, 1585)	0.24956533875137651
  (0, 590)	0.2758243432967387
  (0, 2028)	0.6222449692002348
  (0, 3685)	0.24398426736475043
  (0, 789)	0.2541557609742418
  (0, 2526)	0.34190105752448785
  (0, 3729)	0.2987464683318809",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4216)	0.3632721716974877
  (0, 2965)	0.26887265182610515
  (0, 106)	0.3586156907178515
  (0, 3398)	0.3998414526640119
  (0, 2422)	0.32104081862465367
  (0, 678)	0.34369791420993967
  (0, 3794)	0.37505401180709824
  (0, 1489)	0.38131542093735266",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3979)	0.34504067369744407
  (0, 4888)	0.4787198339924348
  (0, 1833)	0.2638202158339483
  (0, 4932)	0.349249122388205
  (0, 1277)	0.41796221986704124
  (0, 4588)	0.5343274099546853",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 808)	0.29562927585093335
  (0, 3577)	0.39748500251049235
  (0, 2555)	0.3347703551575542
  (0, 4745)	0.4302290730219097
  (0, 4363)	0.404939090271102
  (0, 686)	0.34385238022513614
  (0, 1559)	0.41860558029892597",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 331)	0.2879516898529596
  (0, 3385)	0.3802012808313836
  (0, 1863)	0.3271427290594659
  (0, 486)	0.33194192655989146
  (0, 1844)	0.3511063003046852
  (0, 2752)	0.32062628433802004
  (0, 1116)	0.40114569868977934
  (0, 3168)	0.41027829906159163",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4503)	0.2773579487076798
  (0, 168)	0.30837034483339176
  (0, 2438)	0.3542858859724921
  (0, 3622)	0.3650220775757107
  (0, 281)	0.27498206766683936
  (0, 650)	0.4033508461237761
  (0, 4320)	0.4150355468199963
  (0, 3579)	0.3983204047845551",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 11 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2916)	0.26129055242776356
  (0, 2112)	0.22538770177306072
  (0, 3404)	0.30376319678260744
  (0, 2988)	0.21415583125590906
  (0, 4877)	0.2597218178877705
  (0, 1801)	0.3651025857843322
  (0, 1084)	0.34228029580028585
  (0, 366)	0.32773435343035306
  (0, 4433)	0.28159343383215213
  (0, 1458)	0.3651025857843322
  (0, 3871)	0.32384740704888876",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 13 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 141)	0.18011187205835927
  (0, 2438)	0.2814234595727468
  (0, 2033)	0.227771298399313
  (0, 2965)	0.2030095273686884
  (0, 3877)	0.19809359989605307
  (0, 1283)	0.3018961719477109
  (0, 4408)	0.3449785097394241
  (0, 4789)	0.23769987825563468
  (0, 1191)	0.31640184035327307
  (0, 4367)	0.24169575915553385
  (0, 1467)	0.2600316183310015
  (0, 2440)	0.3627883218923867
  (0, 1491)	0.3627883218923867",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 2 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4932)	0.5783841650566084
  (0, 1183)	0.8157645233839051",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 12 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2916)	0.25181724980286085
  (0, 3369)	0.23267586536428592
  (0, 3825)	0.16765989067381065
  (0, 2505)	0.26039537496556064
  (0, 4602)	0.4049387255966419
  (0, 3404)	0.2927500137084698
  (0, 1274)	0.2866913551967816
  (0, 3269)	0.2701361992397532
  (0, 1307)	0.312106054509507
  (0, 1153)	0.3086862043966001
  (0, 1281)	0.3026275458849119
  (0, 3871)	0.312106054509507",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2758)	0.4149059200896901
  (0, 4551)	0.3253026838458009
  (0, 1329)	0.27370587839345195
  (0, 1219)	0.3812579991384925
  (0, 1609)	0.29039381696900674
  (0, 4635)	0.3336449292197777
  (0, 3428)	0.4009407711221728
  (0, 1319)	0.3812579991384925",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1860)	0.22285969280447082
  (0, 591)	0.29476116595145363
  (0, 1768)	0.3476689756663967
  (0, 602)	0.2711178805190702
  (0, 2093)	0.3086287799844257
  (0, 4803)	0.33661714909219487
  (0, 4045)	0.3274813110934678
  (0, 4495)	0.403334622678397
  (0, 619)	0.4365605739501779",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1405)	0.2813021290849927
  (0, 632)	0.2883658778321115
  (0, 4645)	0.35578745620490204
  (0, 3918)	0.3050616170164883
  (0, 3593)	0.3220308446266014
  (0, 2988)	0.29070773684566725
  (0, 2959)	0.32840108074832103
  (0, 849)	0.32576439277381186
  (0, 2668)	0.46463143018535535",1,1
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4945)	0.23634860637364669
  (0, 4924)	0.26928600445679385
  (0, 2452)	0.23439099740491628
  (0, 2207)	0.30506820664910106
  (0, 643)	0.2577595411582945
  (0, 4791)	0.3283255614160549
  (0, 4195)	0.3190035832521352
  (0, 4824)	0.33065577774004
  (0, 3809)	0.3703891905243864
  (0, 1849)	0.4484376170897971",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2435)	0.3730028610205899
  (0, 3194)	0.349962101407284
  (0, 2314)	0.3030725106355316
  (0, 1820)	0.3679542425446521
  (0, 2252)	0.3483080488024509
  (0, 7)	0.43114872402947607
  (0, 258)	0.4516020403482513",1,1
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 11 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 552)	0.23174983011062228
  (0, 3338)	0.21180250581614365
  (0, 3318)	0.20755019217717227
  (0, 1833)	0.15539580374058162
  (0, 3322)	0.2924884830873069
  (0, 4702)	0.5389976831781049
  (0, 936)	0.2858452535938912
  (0, 3831)	0.28793533460624027
  (0, 1319)	0.3036094325849516
  (0, 2522)	0.3304044800613076
  (0, 3249)	0.3036094325849516",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4240)	0.5642600834302066
  (0, 3188)	0.31346142827510665
  (0, 4774)	0.3488239850512858
  (0, 4573)	0.3955378042596545
  (0, 903)	0.3955378042596545
  (0, 480)	0.38571234033526747",1,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1860)	0.19097363084681282
  (0, 43)	0.2813510345304126
  (0, 2901)	0.24255813590755124
  (0, 4502)	0.2739534189711827
  (0, 1506)	0.3399576601983089
  (0, 3169)	0.36399184025541986
  (0, 2591)	0.3349198263930891
  (0, 1163)	0.38014701067336104
  (0, 4641)	0.40549414698417574
  (0, 2904)	0.28515948003770725",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3103)	0.2374787768352578
  (0, 2534)	0.28569019070618346
  (0, 590)	0.34374024816445414
  (0, 3598)	0.3332065177454065
  (0, 2526)	0.4260869543146896
  (0, 4979)	0.3402805177385572
  (0, 1155)	0.31954585802118285
  (0, 1852)	0.48306368632182545",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2112)	0.478418768013315
  (0, 2078)	0.2309093533382795
  (0, 2613)	0.21993499154161897
  (0, 1091)	0.25729021269404734
  (0, 4662)	0.35749066501500154
  (0, 1724)	0.3048414378529147
  (0, 3157)	0.3778338275940799
  (0, 2960)	0.33994092262763925
  (0, 1668)	0.352392663011782",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2805)	0.327301172114575
  (0, 1666)	0.2563839974253654
  (0, 4339)	0.29654134397223
  (0, 3039)	0.44434013849168663
  (0, 1453)	0.39334930645650446
  (0, 2992)	0.41282867117414873
  (0, 3600)	0.4654192439121112",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 12 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 1663)	0.17845395440695228
  (0, 4835)	0.21263793671130815
  (0, 4443)	0.24967504628871168
  (0, 3298)	0.25365557522617627
  (0, 2029)	0.2832944179692616
  (0, 2396)	0.3395525095967907
  (0, 406)	0.29129954820892967
  (0, 1619)	0.2487352323816906
  (0, 415)	0.3732667976569204
  (0, 773)	0.3324093084357878
  (0, 69)	0.3395525095967907
  (0, 2030)	0.2981011245585553",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 12 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2613)	0.19633682771243588
  (0, 4377)	0.18273684767680443
  (0, 816)	0.24064101569005733
  (0, 976)	0.30346659206213367
  (0, 2492)	0.28184365642548376
  (0, 1235)	0.324292821226825
  (0, 1293)	0.31051129554034296
  (0, 824)	0.30346659206213367
  (0, 2030)	0.2693720492324921
  (0, 422)	0.34591575686347503
  (0, 1744)	0.31458230943564125
  (0, 2309)	0.33729373662776735",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2194)	0.38177725324611156
  (0, 3926)	0.30249296162342526
  (0, 2433)	0.22515451406143164
  (0, 2869)	0.2745093606098215
  (0, 2252)	0.3140875154651246
  (0, 2418)	0.31124358574078803
  (0, 2975)	0.3703454475551089
  (0, 3196)	0.28884178603697985
  (0, 1071)	0.28884178603697985
  (0, 2419)	0.3703454475551089",1,1
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 4 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2679)	0.3647847384800649
  (0, 4026)	0.5349911694588696
  (0, 564)	0.5530944835982969
  (0, 2497)	0.5242165920554167",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 4 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2452)	0.38083329835584767
  (0, 2861)	0.5762727752037783
  (0, 255)	0.5392033865303804
  (0, 3521)	0.48180431232660276",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 1 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2913)	1.0",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 4 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 486)	0.4133923766838531
  (0, 4802)	0.43617625900450846
  (0, 4948)	0.520864258775674
  (0, 4401)	0.6062651547883772",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2987)	0.3274837234494212
  (0, 2033)	0.3585145100946418
  (0, 3774)	0.3898207406497368
  (0, 1942)	0.39572230611897974
  (0, 2370)	0.5189188905731263
  (0, 2132)	0.43172744704596305",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 7 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4633)	0.2858537170452088
  (0, 232)	0.32547734088859015
  (0, 2433)	0.2764313488512546
  (0, 2158)	0.49997661700375184
  (0, 3735)	0.47733238826713453
  (0, 499)	0.28707447690123256
  (0, 68)	0.4191697516094962",1,1
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3224)	0.20114014494593763
  (0, 373)	0.30044727366952756
  (0, 632)	0.25636031365795314
  (0, 2313)	0.24590516912930185
  (0, 2333)	0.33674865554753997
  (0, 2820)	0.290766056556536
  (0, 4319)	0.29569172501442187
  (0, 4698)	0.38259586075317836
  (0, 137)	0.3665799988273264
  (0, 3680)	0.4206488727027966",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 3112)	0.25288795229643185
  (0, 3088)	0.21161880202845015
  (0, 99)	0.22869224520618964
  (0, 2847)	0.26859699249315944
  (0, 3206)	0.5442369628385234
  (0, 4733)	0.26859699249315944
  (0, 3980)	0.29176421130621155
  (0, 848)	0.386703090200559
  (0, 2201)	0.28051822178343294
  (0, 4123)	0.29176421130621155",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2033)	0.22063540853754346
  (0, 2250)	0.24311446689791708
  (0, 3441)	0.3636628372627613
  (0, 375)	0.3307649331198699
  (0, 3687)	0.30294148306105617
  (0, 1667)	0.35142245829871416
  (0, 1385)	0.3809146824599421
  (0, 4163)	0.3809146824599421
  (0, 968)	0.3809146824599421",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2762)	0.3087476956768369
  (0, 2072)	0.3052095201973128
  (0, 632)	0.2634427503307777
  (0, 1628)	0.2726038978061186
  (0, 2985)	0.2759397407521715
  (0, 1399)	0.3338551321369489
  (0, 2555)	0.3250371600844554
  (0, 3006)	0.41176357740388736
  (0, 892)	0.45277660330616243",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2099)	0.4025499024137927
  (0, 2242)	0.3240051366990906
  (0, 234)	0.2750035934740482
  (0, 1312)	0.34149454449392885
  (0, 2029)	0.317767387760007
  (0, 4863)	0.3546573816065788
  (0, 3019)	0.35999210593618997
  (0, 2063)	0.4293908007028886",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4937)	0.2788501054869176
  (0, 1383)	0.3857524938871864
  (0, 2613)	0.27682677131329986
  (0, 1833)	0.21899854644007055
  (0, 4534)	0.3836964296213742
  (0, 1507)	0.3878892084072824
  (0, 1158)	0.46563741831477345
  (0, 2296)	0.36653105466423397",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 11 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 4633)	0.23574740547670875
  (0, 487)	0.32981219439454373
  (0, 602)	0.23624804320178985
  (0, 4974)	0.20731223102173477
  (0, 3689)	0.31113719436704934
  (0, 1644)	0.2743593534366695
  (0, 1958)	0.30295351610857524
  (0, 2888)	0.33596241228275986
  (0, 1999)	0.2907871654842735
  (0, 3629)	0.3617373178075341
  (0, 3235)	0.38041231783502844",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 11 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 760)	0.2623931267635316
  (0, 4390)	0.32235634430822196
  (0, 2985)	0.24702190272676344
  (0, 3085)	0.3141017152786212
  (0, 4305)	0.25248334846742004
  (0, 1721)	0.29780255092676305
  (0, 3608)	0.3869691981310883
  (0, 2512)	0.2653793811880863
  (0, 1112)	0.252871978430347
  (0, 1145)	0.36861171966976547
  (0, 500)	0.3084349398767864",1,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 9 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 440)	0.25784432920961725
  (0, 3884)	0.2972075308717779
  (0, 3955)	0.3680921579791691
  (0, 1104)	0.3341084243839268
  (0, 4252)	0.35268036757293014
  (0, 939)	0.3411691494896105
  (0, 3771)	0.3162693615946137
  (0, 1079)	0.3729180960735494
  (0, 432)	0.34378723620874174",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 10 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 764)	0.3069795941822144
  (0, 4924)	0.2378790162135023
  (0, 1109)	0.21142561431983584
  (0, 4445)	0.3133115945825992
  (0, 87)	0.32719047703867266
  (0, 4246)	0.36546533259612973
  (0, 2922)	0.3116416409623529
  (0, 2647)	0.39613606879284996
  (0, 973)	0.3781948382482576
  (0, 3521)	0.26195038854375996",1,1
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 6 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2249)	0.38638708136382927
  (0, 988)	0.31278831714619043
  (0, 336)	0.32755476479937207
  (0, 1848)	0.4779100654827074
  (0, 3013)	0.45671563219334754
  (0, 3914)	0.45671563219334754",1,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 5 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2816)	0.4726461878594623
  (0, 1846)	0.42733399295444735
  (0, 4417)	0.42733399295444735
  (0, 122)	0.4246759084748877
  (0, 2930)	0.48065296295161164",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 8 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2611)	0.29526509736521206
  (0, 2565)	0.20884224915857924
  (0, 2534)	0.26492795566989286
  (0, 1092)	0.35775120397717985
  (0, 2049)	0.34524947952097457
  (0, 241)	0.3743146614759657
  (0, 1926)	0.44795753945651207
  (0, 2883)	0.45940838644983834",0,0
"<Compressed Sparse Row sparse matrix of dtype 'float64'
	with 11 stored elements and shape (1, 5000)>
  Coords	Values
  (0, 2062)	0.23318786996572374
  (0, 1522)	0.3255618034756759
  (0, 1092)	0.2919603550998566
  (0, 2002)	0.24096551378996872
  (0, 2029)	0.2774586610184563
  (0, 3353)	0.2764494802429501
  (0, 485)	0.26515624629232915
  (0, 3113)	0.2544625884069142
  (0, 699)	0.374922667352652
  (0, 735)	0.3655776440034674
  (0, 403)	0.3655776440034674",0,0
